Latitude,Longitude,Depth_in_Feet
17.971183333333332,-67.01256666666667,1.49
17.971183333333332,-67.01256666666667,1.49
17.971183333333332,-67.01256666666667,1.47
17.971183333333332,-67.01256666666667,1.49
17.971183333333332,-67.01256666666667,1.49
17.971183333333332,-67.01255,1.47
17.971183333333332,-67.01256666666667,1.49
17.971183333333332,-67.01255,1.49
17.9712,-67.01255,1.49
17.9712,-67.01255,1.49
17.9712,-67.01255,1.49
17.9712,-67.01255,1.44
17.9712,-67.01255,1.49
17.9712,-67.01255,1.47
17.9712,-67.01255,1.49
17.9712,-67.01255,1.49
17.9712,-67.01255,1.49
17.9712,-67.01255,1.49
17.9712,-67.01255,1.49
17.9712,-67.01255,1.49
17.9712,-67.01255,1.49
17.9712,-67.01255,1.49
17.9712,-67.01255,1.49
17.9712,-67.01255,1.44
17.9712,-67.01255,1.47
17.9712,-67.01253333333334,1.49
17.9712,-67.01253333333334,1.44
17.9712,-67.01253333333334,1.49
17.9712,-67.01253333333334,1.49
17.9712,-67.01253333333334,1.49
17.9712,-67.01253333333334,1.49
17.9712,-67.01253333333334,1.47
17.9712,-67.01253333333334,1.49
17.9712,-67.01253333333334,1.49
17.9712,-67.01253333333334,1.49
17.9712,-67.01253333333334,1.49
17.9712,-67.01253333333334,1.49
17.9712,-67.01253333333334,1.49
17.9712,-67.01253333333334,1.49
17.9712,-67.01253333333334,1.47
17.9712,-67.01253333333334,1.49
17.9712,-67.01253333333334,1.49
17.9712,-67.01253333333334,1.49
17.9712,-67.01251666666667,1.49
17.9712,-67.01251666666667,1.44
17.9712,-67.01251666666667,1.49
17.9712,-67.01251666666667,1.49
17.9712,-67.01251666666667,1.49
17.9712,-67.01251666666667,1.49
17.9712,-67.01251666666667,1.49
17.9712,-67.01251666666667,1.49
17.9712,-67.0125,1.49
17.9712,-67.0125,1.49
17.971183333333332,-67.0125,1.49
17.971183333333332,-67.0125,1.49
17.971183333333332,-67.0125,1.51
17.971183333333332,-67.0125,1.49
17.971183333333332,-67.0125,1.49
17.971183333333332,-67.0125,1.49
17.971183333333332,-67.0125,1.49
17.971183333333332,-67.0125,1.49
17.971183333333332,-67.0125,1.49
17.971183333333332,-67.0125,1.49
17.9712,-67.0125,1.49
17.9712,-67.01251666666667,1.49
17.9712,-67.01251666666667,1.47
17.9712,-67.01251666666667,1.49
17.9712,-67.01251666666667,1.49
17.9712,-67.01251666666667,1.49
17.9712,-67.01251666666667,1.49
17.9712,-67.01251666666667,1.49
17.9712,-67.01251666666667,1.49
17.9712,-67.01251666666667,1.49
17.9712,-67.01251666666667,1.49
17.9712,-67.01251666666667,1.49
17.9712,-67.01251666666667,1.49
17.9712,-67.01253333333334,1.49
17.9712,-67.01253333333334,1.49
17.9712,-67.01253333333334,1.47
17.9712,-67.01253333333334,1.49
17.9712,-67.01253333333334,1.49
17.9712,-67.01253333333334,1.49
17.9712,-67.01253333333334,1.47
17.9712,-67.01253333333334,1.49
17.9712,-67.01253333333334,1.47
17.9712,-67.01253333333334,1.49
17.9712,-67.01253333333334,1.49
17.9712,-67.01253333333334,1.49
17.9712,-67.01253333333334,1.49
17.9712,-67.01253333333334,1.49
17.9712,-67.01253333333334,1.47
17.9712,-67.01253333333334,1.47
17.9712,-67.01253333333334,1.49
17.9712,-67.01253333333334,1.49
17.9712,-67.01253333333334,1.49
17.9712,-67.01253333333334,1.47
17.9712,-67.01253333333334,1.49
17.971216666666667,-67.01253333333334,1.44
17.971216666666667,-67.01253333333334,1.49
17.971216666666667,-67.01253333333334,1.47
17.971216666666667,-67.01251666666667,1.49
17.971216666666667,-67.01251666666667,1.49
17.971216666666667,-67.01251666666667,1.49
17.971216666666667,-67.01251666666667,1.49
17.971216666666667,-67.01251666666667,1.49
17.971216666666667,-67.01251666666667,1.49
17.971216666666667,-67.01251666666667,1.44
17.971216666666667,-67.01251666666667,1.49
17.971216666666667,-67.01251666666667,1.49
17.971216666666667,-67.01251666666667,1.49
17.971216666666667,-67.01251666666667,1.47
17.971216666666667,-67.01251666666667,1.49
17.971216666666667,-67.01251666666667,1.49
17.971216666666667,-67.01251666666667,1.47
17.971216666666667,-67.01251666666667,1.49
17.971216666666667,-67.01251666666667,1.49
17.9712,-67.01251666666667,1.49
17.9712,-67.01251666666667,1.47
17.9712,-67.01251666666667,1.49
17.9712,-67.01251666666667,1.49
17.9712,-67.01251666666667,1.49
17.9712,-67.01251666666667,1.47
17.9712,-67.01251666666667,1.47
17.9712,-67.01251666666667,1.49
17.9712,-67.01251666666667,1.49
17.9712,-67.01253333333334,1.47
17.9712,-67.01253333333334,1.49
17.9712,-67.01253333333334,1.47
17.9712,-67.01253333333334,1.49
17.9712,-67.01253333333334,1.47
17.9712,-67.01253333333334,1.49
17.9712,-67.01253333333334,1.49
17.9712,-67.01253333333334,1.49
17.9712,-67.01255,1.49
17.9712,-67.01255,1.49
17.9712,-67.01255,1.49
17.9712,-67.01255,1.47
17.9712,-67.01255,1.49
17.9712,-67.01255,1.49
17.9712,-67.01255,1.49
17.9712,-67.01255,1.49
17.9712,-67.01255,1.49
17.9712,-67.01255,1.49
17.9712,-67.01255,1.49
17.9712,-67.01255,1.47
17.9712,-67.01255,1.49
17.9712,-67.01255,1.47
17.9712,-67.01255,1.47
17.9712,-67.01255,1.49
17.9712,-67.01255,1.49
17.9712,-67.01255,1.49
17.9712,-67.01255,1.47
17.9712,-67.01255,1.47
17.9712,-67.01255,1.49
17.9712,-67.01255,1.49
17.9712,-67.01255,1.49
17.9712,-67.01255,1.49
17.9712,-67.01255,1.47
17.9712,-67.01255,1.47
17.9712,-67.01255,1.49
17.9712,-67.01255,1.47
17.9712,-67.01255,1.47
17.9712,-67.01255,1.47
17.9712,-67.01255,1.49
17.9712,-67.01255,1.49
17.9712,-67.01255,1.49
17.9712,-67.01255,1.49
17.9712,-67.01255,1.47
17.9712,-67.01255,1.47
17.971183333333332,-67.01255,1.49
17.971183333333332,-67.01255,1.47
17.971183333333332,-67.01255,1.49
17.971183333333332,-67.01255,1.49
17.971183333333332,-67.01255,1.49
17.971183333333332,-67.01255,1.47
17.971183333333332,-67.01255,1.47
17.971183333333332,-67.01255,1.47
17.971183333333332,-67.01255,1.47
17.971183333333332,-67.01255,1.44
17.971183333333332,-67.01255,1.49
17.971183333333332,-67.01255,1.47
17.971183333333332,-67.01255,1.49
17.971183333333332,-67.01255,1.47
17.971183333333332,-67.01255,1.47
17.971183333333332,-67.01255,1.49
17.971183333333332,-67.01255,1.49
17.971183333333332,-67.01255,1.49
17.971183333333332,-67.01255,1.49
17.971183333333332,-67.01255,1.47
17.971183333333332,-67.01255,1.47
17.971183333333332,-67.01255,1.47
17.971183333333332,-67.01255,1.49
17.971183333333332,-67.01255,1.49
17.971183333333332,-67.01255,1.47
17.971183333333332,-67.01255,1.47
17.971183333333332,-67.01255,1.47
17.971183333333332,-67.01255,1.47
17.971183333333332,-67.01255,1.44
17.971183333333332,-67.01255,1.49
17.971183333333332,-67.01255,1.49
17.971183333333332,-67.01255,1.49
17.971183333333332,-67.01255,1.49
17.971183333333332,-67.01255,1.44
17.971183333333332,-67.01255,1.47
17.971183333333332,-67.01255,1.47
17.971183333333332,-67.01255,1.47
17.971183333333332,-67.01255,1.49
17.9712,-67.01255,1.47
17.9712,-67.01255,1.47
17.9712,-67.01255,1.47
17.9712,-67.01255,1.44
17.9712,-67.01255,1.49
17.9712,-67.01255,1.49
17.971183333333332,-67.01255,1.47
17.971183333333332,-67.01255,1.49
17.971183333333332,-67.01255,1.47
17.971183333333332,-67.01255,1.47
17.971183333333332,-67.01255,1.47
17.971183333333332,-67.01255,1.47
17.971183333333332,-67.01255,1.47
17.971183333333332,-67.01255,1.44
17.971183333333332,-67.01255,1.49
17.971183333333332,-67.01255,1.49
17.971183333333332,-67.01255,1.47
17.9712,-67.01255,1.49
17.9712,-67.01255,1.47
17.9712,-67.01255,1.49
17.9712,-67.01255,1.49
17.9712,-67.01255,1.49
17.9712,-67.01255,1.47
17.9712,-67.01255,1.47
17.9712,-67.01255,1.47
17.9712,-67.01255,1.49
17.9712,-67.01255,1.47
17.9712,-67.01255,1.49
17.9712,-67.01255,1.47
17.9712,-67.01255,1.47
17.9712,-67.01255,1.47
17.9712,-67.01253333333334,1.47
17.9712,-67.01253333333334,1.47
17.9712,-67.01253333333334,1.47
17.9712,-67.01253333333334,1.47
17.9712,-67.01253333333334,1.47
17.9712,-67.01253333333334,1.49
17.9712,-67.01253333333334,1.47
17.9712,-67.01253333333334,1.47
17.9712,-67.01253333333334,1.47
17.9712,-67.01253333333334,1.47
17.9712,-67.01253333333334,1.47
17.9712,-67.01255,1.49
17.9712,-67.01255,1.49
17.9712,-67.01255,1.47
17.9712,-67.01253333333334,1.47
17.9712,-67.01253333333334,1.49
17.9712,-67.01253333333334,1.47
17.9712,-67.01253333333334,1.47
17.9712,-67.01253333333334,1.47
17.9712,-67.01253333333334,1.47
17.9712,-67.01253333333334,1.47
17.9712,-67.01255,1.47
17.9712,-67.01255,1.47
17.9712,-67.01255,1.47
17.9712,-67.01253333333334,1.47
17.9712,-67.01255,1.47
17.9712,-67.01255,1.47
17.9712,-67.01255,1.47
17.9712,-67.01255,1.49
17.9712,-67.01255,1.49
17.9712,-67.01255,1.47
17.9712,-67.01255,1.47
17.9712,-67.01255,1.47
17.9712,-67.01255,1.44
17.9712,-67.01255,1.47
17.971183333333332,-67.01255,1.47
17.9712,-67.01255,1.47
17.9712,-67.01255,1.47
17.971183333333332,-67.01255,1.47
17.971183333333332,-67.01255,1.47
17.971183333333332,-67.01256666666667,1.47
17.971183333333332,-67.01256666666667,1.47
17.971183333333332,-67.01256666666667,1.47
17.971183333333332,-67.01256666666667,1.47
17.971183333333332,-67.01256666666667,1.47
17.971183333333332,-67.01255,1.47
17.971183333333332,-67.01255,1.47
17.971183333333332,-67.01255,1.47
17.971183333333332,-67.01255,1.47
17.971183333333332,-67.01255,1.47
17.971183333333332,-67.01255,1.47
17.9712,-67.01253333333334,1.47
17.9712,-67.01253333333334,1.47
17.9712,-67.01253333333334,1.47
17.9712,-67.01253333333334,1.47
17.9712,-67.01253333333334,1.47
17.9712,-67.01253333333334,8.78
17.9712,-67.01253333333334,8.85
17.9712,-67.01253333333334,9.17
17.9712,-67.01253333333334,9.07
17.9712,-67.01253333333334,8.97
17.9712,-67.01253333333334,9.09
17.9712,-67.01253333333334,8.80
17.9712,-67.01253333333334,9.22
17.971216666666667,-67.01251666666667,9.07
17.971216666666667,-67.01251666666667,9.22
17.971216666666667,-67.01251666666667,9.02
17.971216666666667,-67.01251666666667,9.07
17.9712,-67.01253333333334,9.07
17.971216666666667,-67.01255,9.27
17.971216666666667,-67.01255,9.36
17.971233333333334,-67.01256666666667,9.24
17.971233333333334,-67.01258333333334,8.83
17.971233333333334,-67.01258333333334,9.34
17.971216666666667,-67.01261666666667,9.48
17.971216666666667,-67.01261666666667,8.95
17.971216666666667,-67.01265,9.46
17.9712,-67.01265,9.07
17.9712,-67.01266666666666,9.63
17.9712,-67.01268333333333,9.70
17.971183333333332,-67.01271666666666,9.65
17.971166666666665,-67.01271666666666,9.65
17.971166666666665,-67.01273333333333,9.63
17.971166666666665,-67.01276666666666,9.73
17.971166666666665,-67.01276666666666,9.51
17.97115,-67.01278333333333,9.61
17.971133333333334,-67.0128,9.73
17.971133333333334,-67.01281666666667,9.78
17.971133333333334,-67.01283333333333,9.78
17.971116666666667,-67.01285,10.00
17.9711,-67.01286666666667,9.75
17.9711,-67.01288333333333,9.80
17.9711,-67.01291666666667,9.87
17.9711,-67.01293333333334,9.44
17.971083333333333,-67.01296666666667,9.92
17.971083333333333,-67.01298333333334,9.95
17.971083333333333,-67.013,9.87
17.971083333333333,-67.01301666666667,10.09
17.971083333333333,-67.01303333333334,10.19
17.971083333333333,-67.01305,10.19
17.971083333333333,-67.01306666666666,9.75
17.971083333333333,-67.01308333333333,10.36
17.971066666666665,-67.01311666666666,10.34
17.971066666666665,-67.01313333333333,10.17
17.971066666666665,-67.01316666666666,10.31
17.971066666666665,-67.01318333333333,10.04
17.971066666666665,-67.0132,10.17
17.971066666666665,-67.01321666666666,10.19
17.971066666666665,-67.01323333333333,10.63
17.971066666666665,-67.01325,10.60
17.971066666666665,-67.01326666666667,10.26
17.971083333333333,-67.01328333333333,10.26
17.971083333333333,-67.01328333333333,10.55
17.971083333333333,-67.01328333333333,10.63
17.971083333333333,-67.0133,10.55
17.971066666666665,-67.01328333333333,10.55
17.971083333333333,-67.01328333333333,10.70
17.971066666666665,-67.01328333333333,10.75
17.971066666666665,-67.01326666666667,10.58
17.971066666666665,-67.01326666666667,10.63
17.971083333333333,-67.01326666666667,10.63
17.971083333333333,-67.01326666666667,10.63
17.971083333333333,-67.01328333333333,10.80
17.971083333333333,-67.0133,10.48
17.971083333333333,-67.01331666666667,10.36
17.9711,-67.01335,10.60
17.9711,-67.01336666666667,10.82
17.971083333333333,-67.01338333333334,10.73
17.971083333333333,-67.01338333333334,10.73
17.971083333333333,-67.0134,10.87
17.9711,-67.0134,10.75
17.9711,-67.0134,10.85
17.9711,-67.01341666666667,10.87
17.9711,-67.01341666666667,10.58
17.9711,-67.01341666666667,10.46
17.9711,-67.01341666666667,10.82
17.9711,-67.01341666666667,11.02
17.9711,-67.01341666666667,10.55
17.9711,-67.01343333333334,10.58
17.9711,-67.01343333333334,10.58
17.9711,-67.01343333333334,10.60
17.9711,-67.01343333333334,10.77
17.971116666666667,-67.01343333333334,10.75
17.971116666666667,-67.01343333333334,10.46
17.971116666666667,-67.01343333333334,10.46
17.971116666666667,-67.01343333333334,10.92
17.971116666666667,-67.01343333333334,10.87
17.971116666666667,-67.01343333333334,10.80
17.971116666666667,-67.01343333333334,10.68
17.971133333333334,-67.01345,10.75
17.971133333333334,-67.01345,10.90
17.971133333333334,-67.01345,10.41
17.971133333333334,-67.01345,10.82
17.971133333333334,-67.01345,10.41
17.971133333333334,-67.01345,10.73
17.971133333333334,-67.01345,11.09
17.971116666666667,-67.01346666666667,10.99
17.9711,-67.01346666666667,11.07
17.9711,-67.01348333333334,10.94
17.9711,-67.0135,11.14
17.971083333333333,-67.01353333333333,11.14
17.971066666666665,-67.01355,11.16
17.971083333333333,-67.01355,11.16
17.971083333333333,-67.01358333333333,11.28
17.971083333333333,-67.0136,11.24
17.971066666666665,-67.01361666666666,11.28
17.971083333333333,-67.01363333333333,11.26
17.971083333333333,-67.01365,11.19
17.971083333333333,-67.01368333333333,11.31
17.971066666666665,-67.0137,11.04
17.971066666666665,-67.0137,11.31
17.971083333333333,-67.01373333333333,11.33
17.971066666666665,-67.01375,11.55
17.971066666666665,-67.01376666666667,11.50
17.971066666666665,-67.01378333333334,11.43
17.971083333333333,-67.0138,11.53
17.971083333333333,-67.01383333333334,11.60
17.971066666666665,-67.01383333333334,11.46
17.971066666666665,-67.01386666666667,11.55
17.971066666666665,-67.01388333333334,11.53
17.971066666666665,-67.0139,11.75
17.971066666666665,-67.01391666666666,11.63
17.971066666666665,-67.01393333333333,11.75
17.971066666666665,-67.01395,11.77
17.971066666666665,-67.01396666666666,11.84
17.971066666666665,-67.014,11.63
17.971049999999998,-67.01401666666666,11.92
17.971049999999998,-67.01403333333333,11.77
17.971049999999998,-67.01405,11.82
17.971049999999998,-67.01406666666666,11.87
17.971049999999998,-67.01408333333333,11.79
17.971049999999998,-67.0141,11.72
17.971049999999998,-67.01413333333333,11.99
17.971049999999998,-67.01415,11.97
17.971066666666665,-67.01415,12.06
17.971083333333333,-67.01416666666667,12.01
17.971083333333333,-67.01418333333334,12.14
17.9711,-67.01418333333334,12.11
17.971116666666667,-67.0142,12.08
17.971133333333334,-67.0142,12.20
17.97115,-67.01421666666667,12.20
17.971166666666665,-67.01423333333334,12.30
17.971166666666665,-67.01425,12.13
17.971183333333332,-67.01425,12.18
17.9712,-67.01426666666667,12.16
17.9712,-67.01428333333334,12.38
17.9712,-67.0143,12.08
17.9712,-67.01431666666667,12.38
17.971216666666667,-67.01433333333334,12.35
17.971216666666667,-67.01435,12.30
17.971216666666667,-67.01436666666666,12.13
17.971216666666667,-67.01436666666666,12.13
17.9712,-67.01436666666666,12.38
17.9712,-67.01436666666666,12.33
17.9712,-67.01436666666666,12.28
17.9712,-67.01436666666666,12.25
17.9712,-67.01436666666666,12.13
17.971183333333332,-67.01438333333333,12.20
17.971183333333332,-67.01438333333333,12.13
17.971183333333332,-67.01436666666666,12.42
17.971183333333332,-67.01436666666666,12.38
17.971183333333332,-67.01438333333333,12.16
17.971183333333332,-67.01438333333333,12.20
17.971183333333332,-67.01438333333333,12.23
17.971183333333332,-67.01438333333333,12.23
17.971183333333332,-67.0144,12.18
17.971183333333332,-67.0144,12.20
17.971183333333332,-67.01441666666666,12.11
17.971183333333332,-67.01443333333333,12.62
17.9712,-67.01445,12.38
17.9712,-67.01448333333333,12.33
17.9712,-67.0145,12.33
17.9712,-67.01453333333333,12.30
17.971216666666667,-67.01455,12.23
17.971216666666667,-67.01458333333333,12.03
17.971216666666667,-67.01458333333333,12.08
17.971216666666667,-67.0146,11.70
17.971233333333334,-67.01463333333334,11.43
17.971233333333334,-67.01465,11.38
17.971216666666667,-67.01466666666667,11.23
17.9712,-67.01466666666667,11.28
17.9712,-67.01468333333334,11.11
17.971183333333332,-67.01468333333334,11.18
17.971183333333332,-67.0147,11.09
17.971183333333332,-67.0147,11.55
17.971166666666665,-67.0147,11.72
17.971166666666665,-67.0147,11.62
17.971166666666665,-67.0147,11.96
17.971166666666665,-67.0147,11.84
17.971166666666665,-67.0147,12.03
17.971166666666665,-67.0147,11.70
17.971166666666665,-67.0147,11.65
17.971166666666665,-67.0147,11.67
17.971166666666665,-67.0147,11.72
17.971166666666665,-67.0147,11.96
17.971166666666665,-67.01471666666667,11.77
17.971166666666665,-67.01471666666667,11.84
17.971166666666665,-67.01471666666667,11.91
17.971166666666665,-67.01471666666667,11.75
17.971166666666665,-67.01471666666667,11.79
17.971166666666665,-67.01471666666667,11.91
17.971166666666665,-67.01473333333334,11.79
17.971166666666665,-67.01473333333334,11.79
17.971166666666665,-67.01473333333334,11.89
17.971166666666665,-67.01475,11.72
17.97115,-67.01475,11.99
17.971116666666667,-67.01476666666667,12.01
17.971116666666667,-67.01478333333333,11.67
17.971116666666667,-67.01478333333333,11.70
17.9711,-67.0148,11.99
17.971116666666667,-67.0148,11.81
17.971116666666667,-67.0148,11.86
17.971116666666667,-67.0148,11.89
17.971116666666667,-67.0148,11.91
17.971133333333334,-67.0148,11.86
17.971133333333334,-67.01478333333333,11.96
17.971133333333334,-67.01478333333333,11.94
17.971133333333334,-67.0148,11.96
17.971133333333334,-67.0148,12.03
17.971133333333334,-67.0148,11.84
17.971133333333334,-67.0148,11.84
17.971133333333334,-67.0148,12.08
17.971116666666667,-67.0148,11.91
17.971083333333333,-67.0148,11.75
17.971066666666665,-67.0148,12.01
17.971049999999998,-67.01481666666666,11.94
17.971016666666667,-67.01481666666666,12.13
17.971016666666667,-67.01483333333333,11.79
17.971016666666667,-67.01483333333333,12.03
17.971016666666667,-67.01483333333333,12.35
17.971016666666667,-67.01483333333333,12.20
17.971016666666667,-67.01483333333333,11.99
17.971033333333335,-67.01483333333333,11.94
17.971033333333335,-67.01485,11.91
17.971033333333335,-67.01485,11.91
17.971033333333335,-67.01486666666666,12.03
17.971033333333335,-67.01486666666666,12.03
17.971033333333335,-67.01486666666666,11.99
17.971033333333335,-67.01485,11.79
17.971033333333335,-67.01485,12.11
17.971016666666667,-67.01485,12.18
17.971,-67.01486666666666,12.11
17.970966666666666,-67.01488333333333,12.13
17.970966666666666,-67.01488333333333,11.96
17.97095,-67.0149,12.35
17.970933333333335,-67.01491666666666,12.45
17.970916666666668,-67.01491666666666,12.30
17.9709,-67.01493333333333,12.33
17.970883333333333,-67.01495,12.30
17.970866666666666,-67.01495,12.64
17.97085,-67.01496666666667,12.55
17.970833333333335,-67.01498333333333,12.55
17.970816666666668,-67.015,12.67
17.9708,-67.015,12.60
17.970783333333333,-67.01501666666667,12.50
17.970783333333333,-67.01501666666667,12.40
17.970783333333333,-67.01501666666667,12.42
17.970783333333333,-67.01501666666667,12.62
17.970783333333333,-67.01501666666667,12.50
17.970783333333333,-67.01501666666667,12.50
17.970783333333333,-67.01501666666667,12.45
17.970783333333333,-67.01501666666667,12.35
17.970783333333333,-67.01501666666667,12.42
17.970783333333333,-67.01503333333334,12.60
17.970783333333333,-67.01503333333334,12.50
17.970783333333333,-67.01503333333334,12.55
17.970766666666666,-67.01503333333334,12.57
17.970766666666666,-67.01503333333334,12.42
17.970783333333333,-67.01503333333334,12.79
17.970783333333333,-67.01505,12.81
17.970783333333333,-67.01505,12.45
17.970783333333333,-67.01505,12.99
17.970783333333333,-67.01505,12.60
17.970783333333333,-67.01505,12.84
17.970783333333333,-67.01505,12.67
17.970783333333333,-67.01505,12.47
17.970783333333333,-67.01505,12.62
17.970783333333333,-67.01505,12.74
17.970783333333333,-67.01505,12.81
17.970783333333333,-67.01506666666667,12.67
17.970783333333333,-67.01506666666667,12.60
17.970783333333333,-67.01506666666667,12.67
17.970783333333333,-67.01506666666667,12.84
17.970783333333333,-67.01506666666667,12.74
17.970783333333333,-67.01506666666667,12.79
17.970783333333333,-67.01506666666667,12.72
17.970783333333333,-67.01508333333334,12.57
17.970783333333333,-67.01508333333334,12.62
17.970783333333333,-67.01508333333334,12.81
17.970783333333333,-67.01508333333334,12.81
17.970783333333333,-67.01508333333334,12.77
17.970783333333333,-67.01508333333334,12.72
17.970783333333333,-67.01508333333334,12.96
17.970783333333333,-67.01508333333334,12.69
17.970783333333333,-67.01508333333334,12.79
17.970783333333333,-67.0151,12.93
17.970783333333333,-67.0151,12.62
17.970783333333333,-67.0151,12.77
17.970783333333333,-67.0151,12.69
17.970783333333333,-67.0151,13.03
17.970783333333333,-67.0151,12.72
17.970783333333333,-67.0151,12.84
17.970783333333333,-67.0151,13.08
17.970783333333333,-67.0151,12.84
17.970783333333333,-67.0151,12.81
17.970783333333333,-67.0151,12.74
17.970783333333333,-67.0151,12.84
17.970783333333333,-67.0151,12.79
17.970783333333333,-67.0151,12.79
17.970783333333333,-67.0151,12.79
17.970766666666666,-67.01508333333334,13.01
17.97075,-67.01506666666667,12.86
17.97075,-67.01506666666667,12.64
17.97075,-67.01506666666667,12.72
17.97075,-67.01505,12.35
17.97075,-67.01505,12.57
17.97075,-67.01505,12.64
17.97075,-67.01505,12.72
17.97075,-67.01505,12.93
17.97075,-67.01505,12.86
17.97075,-67.01505,12.69
17.97075,-67.01505,12.74
17.97075,-67.01505,12.72
17.970766666666666,-67.01505,12.64
17.970766666666666,-67.01505,12.72
17.970766666666666,-67.01505,12.72
17.970766666666666,-67.01505,12.60
17.970766666666666,-67.01505,12.72
17.970766666666666,-67.01505,12.64
17.970766666666666,-67.01505,12.57
17.970766666666666,-67.01505,12.74
17.970783333333333,-67.01506666666667,12.96
17.970783333333333,-67.01506666666667,12.55
17.970783333333333,-67.01506666666667,12.67
17.970783333333333,-67.01505,12.86
17.970766666666666,-67.01503333333334,12.84
17.97075,-67.01503333333334,12.91
17.97073333333333,-67.01503333333334,12.64
17.970716666666668,-67.01503333333334,12.64
17.9707,-67.01503333333334,13.15
17.970666666666666,-67.01503333333334,12.81
17.97065,-67.01505,12.81
17.970633333333332,-67.01505,12.96
17.97061666666667,-67.01505,12.57
17.970583333333334,-67.01505,12.38
17.970566666666667,-67.01505,12.20
17.97055,-67.01505,12.33
17.970533333333332,-67.01506666666667,11.79
17.970533333333332,-67.01506666666667,11.48
17.970533333333332,-67.01508333333334,11.96
17.97051666666667,-67.01511666666667,12.25
17.97051666666667,-67.01513333333334,12.25
17.97051666666667,-67.01515,12.60
17.97051666666667,-67.01516666666667,12.55
17.97051666666667,-67.01518333333334,12.77
17.97051666666667,-67.0152,12.55
17.97051666666667,-67.0152,12.47
17.97051666666667,-67.0152,12.30
17.97051666666667,-67.01521666666666,12.64
17.97051666666667,-67.01521666666666,12.62
17.97051666666667,-67.01521666666666,12.64
17.970533333333332,-67.01521666666666,12.81
17.970533333333332,-67.01523333333333,13.32
17.97051666666667,-67.01526666666666,13.23
17.97051666666667,-67.01528333333333,13.37
17.9705,-67.0153,13.25
17.9705,-67.01531666666666,13.49
17.9705,-67.01535,13.06
17.97051666666667,-67.01536666666667,13.30
17.9705,-67.01538333333333,13.37
17.9705,-67.0154,13.37
17.97051666666667,-67.01541666666667,13.32
17.97051666666667,-67.01543333333333,13.27
17.97051666666667,-67.01546666666667,13.37
17.97051666666667,-67.01548333333334,13.23
17.97051666666667,-67.0155,13.18
17.97051666666667,-67.01551666666667,13.15
17.97051666666667,-67.01551666666667,12.62
17.970533333333332,-67.01553333333334,13.25
17.970533333333332,-67.01555,13.32
17.97055,-67.01556666666667,12.96
17.970566666666667,-67.01556666666667,12.79
17.970583333333334,-67.01556666666667,13.10
17.9706,-67.01558333333334,12.81
17.97061666666667,-67.0156,12.62
17.97065,-67.01561666666667,12.64
17.970666666666666,-67.01561666666667,12.62
17.970683333333334,-67.01563333333333,12.72
17.9707,-67.01563333333333,12.74
17.970716666666668,-67.01563333333333,12.72
17.970716666666668,-67.01563333333333,12.47
17.97075,-67.01565,12.50
